,zip,city,cases,n_killed,n_injured,population,rate,High school or higher,Bachelor or higher,poverty,unemployment
0,01002,New York (Manhattan),1.0,0.0,0.0,30280.0,0.03302509907529722,95.4,67.0,31.3,7.2
1,01010,New York,1.0,1.0,1.0,3724.0,0.26852846401718583,93.8,37.0,4.2,7.6
2,01013,New York (Manhattan),5.0,0.0,0.0,23026.0,0.21714583514288197,80.6,17.4,18.6,8.7
3,01020,New York (Manhattan),10.0,3.0,3.0,30148.0,0.33169696165583124,87.9,16.2,10.6,7.3
4,01027,New York (Manhattan),1.0,0.0,0.0,17870.0,0.05595970900951315,95.2,35.5,10.0,6.5
5,01034,Corona (Queens),1.0,0.0,0.0,2313.0,0.4323389537397319,95.0,30.5,8.1,4.7
6,01040,New York (Manhattan),19.0,4.0,4.0,40362.0,0.4707398047668599,79.0,24.1,28.6,10.2
7,01056,New York (Manhattan),1.0,0.0,0.0,21331.0,0.04688012751394684,83.7,23.7,5.8,5.4
8,01060,New York (Manhattan),1.0,0.0,0.0,15729.0,0.06357683260219976,95.4,61.8,14.7,5.4
9,01077,New York (Manhattan),1.0,0.0,0.0,9711.0,0.10297600659046442,89.6,35.0,7.2,4.8
10,01085,New York (Manhattan),1.0,0.0,0.0,41652.0,0.02400845097474311,92.2,32.0,8.4,6.4
11,01089,New York (Manhattan),6.0,2.0,2.0,28671.0,0.20927069163963588,89.3,31.2,12.1,7.6
12,01103,Yuma,9.0,0.0,0.0,2409.0,3.7359900373599007,67.4,21.9,55.5,13.3
13,01104,New York (Manhattan),7.0,1.0,1.0,23635.0,0.2961709329384387,74.7,12.7,29.1,11.6
14,01105,New York (Manhattan),20.0,1.0,1.0,11601.0,1.72398931126627,66.3,12.1,53.5,17.1
15,01106,New York,1.0,0.0,0.0,16048.0,0.06231306081754737,96.4,65.4,3.8,4.6
16,01107,New York (Manhattan),9.0,2.0,2.0,11304.0,0.7961783439490445,55.0,11.6,42.9,22.7
17,01108,Rockford,25.0,2.0,2.0,28925.0,0.8643042350907519,75.3,18.3,30.9,10.4
18,01109,New York (Manhattan),44.0,7.0,7.0,30125.0,1.4605809128630705,77.9,15.1,29.8,10.9
19,01118,Lawrence,2.0,0.0,0.0,14774.0,0.13537295248409367,90.1,31.4,14.7,5.7
20,01119,Chicago,1.0,0.0,0.0,13236.0,0.07555152614082804,84.2,21.3,17.1,10.1
21,01129,New York (Manhattan),1.0,0.0,0.0,6750.0,0.14814814814814814,89.2,28.4,10.5,5.9
23,01201,Tucson,32.0,3.0,3.0,44775.0,0.7146845337800112,90.2,28.8,14.6,7.8
24,01247,Daphne,3.0,0.0,0.0,15703.0,0.19104629688594538,85.2,24.4,16.6,9.5
25,01301,New York (Manhattan),5.0,1.0,1.0,17715.0,0.2822466836014677,92.6,31.8,13.0,5.2
26,01339,New York (Manhattan),1.0,0.0,0.0,1472.0,0.6793478260869565,93.2,32.6,11.5,7.5
27,01354,New York (Manhattan),1.0,0.0,0.0,1604.0,0.6234413965087281,97.7,48.4,5.8,4.2
28,01379,New York (New York City),1.0,1.0,1.0,836.0,1.1961722488038278,93.2,46.3,17.8,7.1
29,01420,New York (New York City),20.0,0.0,0.0,40666.0,0.4918113411695274,82.4,20.7,17.9,10.1
30,01432,New York (Manhattan),1.0,0.0,0.0,7703.0,0.12981955082435415,95.5,40.4,12.2,4.2
31,01440,New York (Manhattan),2.0,0.0,0.0,20496.0,0.09758001561280251,87.7,18.6,16.7,5.8
32,01453,Joliet,2.0,0.0,0.0,41446.0,0.04825556145345751,86.3,28.1,13.4,5.8
33,01462,Jacksonville,2.0,0.0,0.0,11150.0,0.17937219730941703,93.6,35.4,8.3,3.7
34,01463,Kansas City,2.0,0.0,0.0,12049.0,0.16598887874512408,94.3,37.7,5.6,5.5
35,01501,New York (Manhattan),1.0,0.0,0.0,16412.0,0.06093102607847917,93.3,38.3,4.6,5.9
36,01504,New York (Manhattan),1.0,0.0,0.0,9201.0,0.10868383871318334,94.2,31.1,4.0,5.7
37,01506,New York (Manhattan),1.0,0.0,0.0,3406.0,0.2935995302407516,87.3,30.9,9.2,5.2
38,01532,New York (Manhattan),2.0,0.0,0.0,14918.0,0.1340662287169862,95.8,55.3,3.7,4.3
39,01535,New York (Manhattan),1.0,0.0,0.0,4760.0,0.21008403361344538,92.4,24.7,6.3,5.0
40,01543,New York (Manhattan),1.0,0.0,0.0,8463.0,0.11816140848398914,98.0,45.1,2.3,4.1
41,01545,New York (Manhattan),1.0,1.0,1.0,36269.0,0.027571755493672283,94.1,56.7,3.9,4.4
42,01550,New York (Manhattan),1.0,0.0,0.0,16858.0,0.059319017677067265,82.1,15.9,18.5,8.3
43,01562,New York (Manhattan),2.0,1.0,1.0,11856.0,0.16869095816464239,88.6,22.6,12.2,4.7
44,01569,New York (Manhattan),3.0,0.0,0.0,13864.0,0.2163877668782458,95.2,35.9,8.3,8.0
45,01570,New York (Manhattan),2.0,0.0,0.0,16926.0,0.11816140848398914,85.1,23.7,12.0,9.3
46,01602,New York (Manhattan),3.0,0.0,0.0,24166.0,0.12414135562360341,91.8,46.7,12.9,5.4
47,01603,New York (Manhattan),9.0,0.0,0.0,19981.0,0.4504279065111856,81.4,20.0,23.2,8.2
48,01604,New York (Manhattan),19.0,0.0,0.0,36772.0,0.5166974872185358,87.4,27.9,19.9,7.3
49,01605,New York (Manhattan),16.0,0.0,0.0,28742.0,0.5566766404564748,81.9,24.6,27.6,7.6
50,01606,New York (Manhattan),3.0,0.0,0.0,19375.0,0.15483870967741936,92.8,37.5,8.8,6.6
51,01607,New York (Manhattan),3.0,0.0,0.0,8698.0,0.34490687514371116,83.5,23.0,16.6,6.3
52,01608,New York (Manhattan),6.0,0.0,0.0,3371.0,1.7798872738059923,70.9,24.4,50.5,16.5
53,01609,New York (Manhattan),7.0,0.0,0.0,20714.0,0.33793569566476783,83.4,43.5,25.6,7.7
54,01610,New York (Manhattan),11.0,0.0,0.0,23438.0,0.46932332110248315,73.2,14.1,32.5,9.7
55,01701,New York (Manhattan),3.0,0.0,0.0,32098.0,0.09346376721291047,95.7,58.6,5.2,4.0
56,01702,New York (Manhattan),4.0,0.0,0.0,39226.0,0.10197318105338296,84.1,36.2,17.0,5.8
57,01746,New York (Manhattan),1.0,0.0,0.0,14480.0,0.06906077348066299,96.6,62.3,1.4,4.8
58,01747,New York,2.0,0.0,0.0,5955.0,0.33585222502099077,93.4,40.3,4.2,4.9
59,01748,New York (Manhattan),2.0,0.0,0.0,16720.0,0.11961722488038279,97.0,68.2,1.5,4.4
60,01752,New York (Manhattan),3.0,0.0,0.0,39771.0,0.075431847325941,91.6,39.3,6.5,4.8
61,01757,New York (Manhattan),4.0,0.0,0.0,28694.0,0.1394019655677145,91.9,36.7,7.9,5.4
62,01760,New York (Manhattan),2.0,0.0,0.0,35715.0,0.05599888002239955,96.8,67.6,3.5,3.9
63,01776,New York (Manhattan),1.0,0.0,0.0,18697.0,0.053484516232550676,99.1,78.5,3.1,3.7
64,01810,New York (Manhattan),1.0,0.0,0.0,35375.0,0.028268551236749116,97.4,73.7,4.4,4.4
65,01824,New York (Manhattan),2.0,0.0,0.0,25961.0,0.07703863487539002,96.7,54.1,3.2,3.9
66,01830,New York (Manhattan),10.0,1.0,1.0,26524.0,0.37701704117026086,87.1,26.1,13.4,7.1
67,01832,New York (Manhattan),2.0,0.0,0.0,23372.0,0.08557247989046722,88.5,31.0,13.8,6.0
68,01835,New York (Manhattan),1.0,1.0,1.0,13047.0,0.07664597225415803,95.1,35.8,8.8,3.6
69,01840,New York (Manhattan),2.0,2.0,2.0,5248.0,0.38109756097560976,61.2,13.0,30.1,11.9
70,01841,New York (Manhattan),19.0,4.0,4.0,48295.0,0.3934154674396935,64.9,8.6,26.0,11.4
71,01843,New York (Manhattan),7.0,2.0,2.0,25942.0,0.26983270372369134,74.0,15.9,19.7,9.6
72,01844,New York (Manhattan),6.0,0.0,0.0,49587.0,0.12099945550245023,88.2,29.2,9.4,6.5
73,01850,New York (Manhattan),6.0,0.0,0.0,16890.0,0.3552397868561279,83.7,14.8,25.4,8.3
74,01851,New York (Manhattan),13.0,2.0,2.0,29849.0,0.43552547824047705,78.0,24.2,20.1,8.9
75,01852,New York (Manhattan),12.0,0.0,0.0,34756.0,0.3452641270571988,80.2,26.7,20.4,8.4
76,01854,New York (Manhattan),10.0,0.0,0.0,29561.0,0.33828354927099896,79.4,19.4,25.8,8.0
77,01862,New York (Manhattan),2.0,0.0,0.0,10676.0,0.18733608092918697,90.0,31.7,5.3,5.7
78,01876,Aurora,2.0,0.0,0.0,30433.0,0.06571813491933098,94.1,33.9,5.4,4.6
79,01879,New York (Manhattan),4.0,0.0,0.0,12305.0,0.32507110930516053,95.5,45.5,7.0,4.5
80,01901,New York (Manhattan),8.0,1.0,1.0,1878.0,4.259850905218317,72.5,17.6,24.6,7.0
81,01902,New York (Manhattan),90.0,2.0,2.0,48218.0,1.8665228752747935,75.8,17.4,21.6,7.0
82,01904,New York (Manhattan),23.0,1.0,1.0,17320.0,1.327944572748268,91.3,28.9,6.6,5.0
83,01905,New York (Manhattan),42.0,1.0,1.0,25590.0,1.64126611957796,77.0,17.0,19.2,6.0
84,01906,New York (Manhattan),7.0,0.0,0.0,28037.0,0.2496700788244106,90.6,26.5,8.1,7.4
85,01907,Corona (Queens),2.0,0.0,0.0,14758.0,0.13551971811898633,95.3,54.3,6.1,4.5
86,01913,New York (Manhattan),1.0,0.0,0.0,17218.0,0.058078754791497274,94.2,41.8,4.9,4.8
87,01915,New York (Manhattan),3.0,0.0,0.0,41431.0,0.07240954840578312,94.3,48.2,8.3,5.3
88,01930,New York (Manhattan),1.0,0.0,0.0,29858.0,0.03349186147766093,90.9,38.6,8.5,6.1
89,01938,Kelso,1.0,0.0,0.0,13810.0,0.0724112961622013,96.8,51.2,7.1,4.9
90,01940,New York (Manhattan),1.0,0.0,0.0,13425.0,0.07448789571694599,96.0,52.8,2.2,7.5
91,01945,New York (Manhattan),2.0,0.0,0.0,20393.0,0.09807286814102878,97.6,70.3,4.6,4.6
92,01950,New York (Manhattan),1.0,1.0,1.0,17890.0,0.05589714924538848,96.9,61.0,7.0,6.1
93,01952,New York (Manhattan),1.0,0.0,0.0,9035.0,0.11068068622025456,93.0,29.9,9.7,6.5
94,01960,New York (Manhattan),12.0,2.0,2.0,52313.0,0.2293884885210177,89.8,30.7,9.8,5.2
95,01970,New York (Manhattan),3.0,0.0,0.0,42991.0,0.06978204740527087,91.0,41.2,15.3,5.6
96,02021,Staten Island,1.0,0.0,0.0,22829.0,0.04380393359323667,97.0,56.4,6.0,6.1
97,02025,Staten Island,1.0,0.0,0.0,8393.0,0.11914690813773382,98.3,73.3,3.8,6.0
98,02035,Staten Island,1.0,2.0,2.0,17448.0,0.05731315910132966,94.6,48.8,4.9,6.0
99,02038,Staten Island,1.0,0.0,0.0,32843.0,0.030447888438936758,96.1,56.0,4.3,5.4
100,02043,Staten Island,3.0,1.0,1.0,23047.0,0.13016878552523103,98.5,69.7,5.7,3.6
101,02045,Staten Island,1.0,0.0,0.0,10402.0,0.09613535858488753,95.8,44.1,4.9,6.7
102,02048,Staten Island,1.0,0.0,0.0,23678.0,0.04223329673114283,97.4,55.4,2.7,6.1
103,02050,Staten Island,2.0,0.0,0.0,26032.0,0.07682851874615858,95.6,43.9,6.9,5.0
104,02072,Staten Island,5.0,0.0,0.0,28338.0,0.1764415272778601,90.7,36.7,8.3,6.3
105,02108,Staten Island,3.0,0.0,0.0,4211.0,0.7124198527665637,96.3,83.6,10.7,8.2
106,02109,Staten Island,2.0,0.0,0.0,4051.0,0.4937052579609973,94.0,74.6,13.1,5.6
107,02110,Staten Island,3.0,0.0,0.0,2270.0,1.3215859030837005,100.0,84.7,9.9,1.0
108,02111,Staten Island,5.0,1.0,1.0,7452.0,0.6709608158883521,75.2,54.0,22.7,9.5
109,02114,Staten Island,4.0,1.0,1.0,13247.0,0.30195515965879066,95.9,81.5,13.7,3.9
110,02115,Staten Island,2.0,1.0,1.0,29244.0,0.0683900971139379,88.0,64.1,35.5,12.4
111,02116,Staten Island,5.0,1.0,1.0,23215.0,0.21537798836958863,92.7,76.5,10.8,4.9
112,02118,Staten Island,10.0,2.0,2.0,27325.0,0.36596523330283626,85.2,58.3,25.0,6.5
113,02119,Staten Island,64.0,4.0,4.0,28152.0,2.2733731173628873,75.7,25.2,30.7,11.2
114,02120,Staten Island,21.0,4.0,4.0,15719.0,1.3359628475093837,84.7,41.1,42.1,14.9
115,02121,Staten Island,61.0,3.0,3.0,28479.0,2.1419291407703924,76.9,15.4,34.4,14.1
116,02122,Staten Island,30.0,5.0,5.0,24643.0,1.217384247047843,79.2,25.2,20.1,10.3
117,02124,Staten Island,81.0,11.0,11.0,55074.0,1.4707484475433055,81.8,24.4,23.2,9.3
118,02125,Staten Island,51.0,6.0,6.0,35254.0,1.4466443524139105,81.0,34.6,23.6,9.2
119,02126,Staten Island,33.0,4.0,4.0,29141.0,1.1324251055214303,83.4,16.6,19.7,9.7
120,02127,Staten Island,24.0,1.0,1.0,37257.0,0.6441742491343909,90.9,61.8,16.2,4.8
121,02128,Staten Island,7.0,1.0,1.0,46655.0,0.15003750937734434,68.6,22.8,20.3,6.5
122,02129,Staten Island,1.0,0.0,0.0,18901.0,0.05290725358446643,90.1,63.5,18.0,3.9
123,02130,Staten Island,17.0,1.0,1.0,39435.0,0.4310891340180043,92.2,65.0,16.0,4.7
124,02131,Staten Island,11.0,1.0,1.0,32819.0,0.33517169932051555,90.5,43.2,11.8,5.1
125,02132,Staten Island,3.0,0.0,0.0,28505.0,0.10524469391334854,92.5,53.4,6.4,4.9
126,02134,Staten Island,2.0,1.0,1.0,18057.0,0.1107603699396356,90.2,64.8,27.5,5.1
127,02135,Staten Island,4.0,0.0,0.0,42644.0,0.09379983116030391,91.8,65.5,20.0,4.8
128,02136,Staten Island,9.0,0.0,0.0,33084.0,0.2720348204570185,87.1,28.3,12.4,8.4
129,02138,Staten Island,1.0,0.0,0.0,37668.0,0.026547732823616863,97.6,84.9,12.0,4.7
130,02139,Staten Island,6.0,1.0,1.0,36979.0,0.162254252413532,94.4,76.5,12.6,4.3
131,02141,Staten Island,1.0,1.0,1.0,13664.0,0.07318501170960187,89.3,66.3,17.1,6.8
132,02144,Staten Island,2.0,1.0,1.0,24682.0,0.08103071063933232,94.1,71.6,11.3,3.8
133,02145,Staten Island,2.0,1.0,1.0,26430.0,0.07567158531971245,84.1,40.4,11.9,6.9
134,02149,Staten Island,3.0,0.0,0.0,44993.0,0.06667703865045674,79.8,19.5,13.9,7.2
135,02150,Staten Island,5.0,3.0,3.0,39263.0,0.1273463566207371,69.8,17.4,19.5,5.5
136,02151,Staten Island,36.0,0.0,0.0,53873.0,0.6682382640654874,81.9,19.9,13.0,6.5
137,02155,Staten Island,2.0,0.0,0.0,59779.0,0.03345656501446996,92.3,49.6,10.3,4.8
138,02169,Staten Island,7.0,0.0,0.0,56541.0,0.12380396526414461,90.1,42.9,12.2,6.5
139,02170,Staten Island,3.0,0.0,0.0,19434.0,0.15436863229391787,85.9,42.3,7.6,5.8
140,02171,Staten Island,2.0,0.0,0.0,17849.0,0.11205109529945655,87.7,47.8,8.1,3.6
141,02184,Staten Island,2.0,1.0,1.0,37082.0,0.05393452348848498,94.1,41.5,5.0,6.0
142,02186,Staten Island,3.0,0.0,0.0,27527.0,0.10898390670977585,95.6,61.8,4.1,3.9
143,02188,Staten Island,1.0,0.0,0.0,15301.0,0.06535520554212143,94.2,38.4,4.2,7.2
144,02189,Staten Island,2.0,0.0,0.0,15146.0,0.13204806549584047,91.0,30.0,11.2,8.3
145,02190,Staten Island,1.0,0.0,0.0,17415.0,0.05742176284811944,94.2,37.4,5.1,6.0
146,02191,Staten Island,1.0,0.0,0.0,8028.0,0.12456402590931738,94.0,37.2,5.4,7.1
148,02210,Staten Island,1.0,0.0,0.0,2609.0,0.3832886163280951,100.0,85.6,1.7,3.7
149,02301,Staten Island,91.0,2.0,2.0,61320.0,1.4840182648401827,79.1,17.8,19.8,9.9
150,02302,Staten Island,30.0,2.0,2.0,33841.0,0.8864986259271298,85.2,17.2,11.5,9.6
151,02324,Staten Island,3.0,1.0,1.0,27434.0,0.10935335714806445,92.8,33.4,9.5,6.9
152,02330,Staten Island,1.0,0.0,0.0,11617.0,0.08608074373762589,89.6,19.9,4.6,5.0
153,02332,Staten Island,1.0,0.0,0.0,15572.0,0.06421782686873877,98.9,68.6,4.0,5.1
154,02333,Staten Island,1.0,0.0,0.0,14301.0,0.06992518005733865,95.8,28.8,6.6,5.4
155,02356,Staten Island,3.0,0.0,0.0,12885.0,0.23282887077997672,97.4,52.4,4.9,4.1
156,02360,Staten Island,8.0,0.0,0.0,58500.0,0.13675213675213677,95.5,36.0,6.4,5.0
157,02367,Staten Island,1.0,0.0,0.0,2912.0,0.3434065934065934,94.9,32.2,4.4,5.1
158,02368,Staten Island,7.0,0.0,0.0,33980.0,0.20600353148911127,85.4,28.7,11.2,10.5
159,02370,Staten Island,2.0,0.0,0.0,17849.0,0.11205109529945655,95.7,29.0,6.3,3.6
160,02379,Staten Island,1.0,0.0,0.0,7117.0,0.1405086412814388,93.6,34.2,3.6,6.1
161,02382,Staten Island,2.0,0.0,0.0,14864.0,0.13455328310010764,93.5,30.0,6.9,4.8
162,02421,Staten Island,1.0,0.0,0.0,18760.0,0.053304904051172705,98.1,82.4,4.6,5.9
163,02445,Staten Island,1.0,1.0,1.0,20774.0,0.0481370944449793,97.7,80.4,9.0,4.0
164,02451,Staten Island,1.0,0.0,0.0,18646.0,0.05363080553469913,95.0,50.7,7.8,5.2
165,02453,Staten Island,2.0,0.0,0.0,28696.0,0.0696961248954558,87.1,49.6,11.7,4.2
166,02472,Staten Island,2.0,0.0,0.0,34715.0,0.057611983292524836,94.5,63.4,8.4,4.2
167,02494,Staten Island,1.0,0.0,0.0,10301.0,0.09707795359673818,97.5,69.7,3.8,5.6
168,02532,Staten Island,2.0,0.0,0.0,13337.0,0.14995876134063132,95.0,35.0,6.3,3.8
169,02536,Staten Island,9.0,0.0,0.0,19191.0,0.4689698296076286,93.2,35.1,6.7,6.4
170,02538,Staten Island,2.0,0.0,0.0,3571.0,0.5600672080649678,91.6,14.9,15.5,6.3
171,02540,Staten Island,2.0,0.0,0.0,8294.0,0.24113817217265493,94.8,54.6,6.9,4.5
172,02543,Staten Island,1.0,0.0,0.0,909.0,1.1001100110011002,97.8,80.3,11.7,1.8
173,02571,Staten Island,1.0,0.0,0.0,10940.0,0.09140767824497258,93.7,26.1,13.4,6.0
174,02576,Staten Island,1.0,0.0,0.0,4873.0,0.20521239482864764,86.0,21.0,6.9,8.1
175,02601,Staten Island,4.0,0.0,0.0,15063.0,0.26555135099249816,90.6,17.6,16.7,5.8
176,02631,Staten Island,1.0,0.0,0.0,9736.0,0.10271158586688578,97.1,52.9,4.9,2.5
177,02632,Staten Island,1.0,0.0,0.0,9923.0,0.1007759750075582,97.3,41.3,4.9,6.1
178,02657,Staten Island,1.0,0.0,0.0,2952.0,0.33875338753387535,95.0,48.8,10.7,9.1
179,02660,Staten Island,1.0,0.0,0.0,6657.0,0.1502178158329578,96.1,34.7,11.3,7.7
180,02664,Staten Island,2.0,0.0,0.0,9226.0,0.21677866897897244,94.7,30.3,8.3,9.1
181,02673,Staten Island,1.0,0.0,0.0,8397.0,0.11909015124449207,93.7,30.6,5.5,8.2
182,02702,Staten Island,1.0,0.0,0.0,4472.0,0.22361359570661893,89.4,33.3,5.7,4.2
183,02703,Staten Island,4.0,1.0,1.0,44326.0,0.09024049090827053,89.1,31.2,9.2,6.7
184,02718,Staten Island,1.0,0.0,0.0,6295.0,0.15885623510722796,87.5,28.2,6.8,4.8
185,02719,Staten Island,1.0,0.0,0.0,16027.0,0.062394708928682846,89.2,30.0,9.1,5.5
186,02720,Staten Island,5.0,1.0,1.0,31126.0,0.16063740923986378,79.1,20.8,18.3,9.1
187,02721,Staten Island,21.0,0.0,0.0,25985.0,0.8081585530113528,67.9,10.0,22.3,10.1
188,02723,Staten Island,10.0,0.0,0.0,14236.0,0.7024445068839561,70.7,10.2,20.3,9.6
189,02724,Staten Island,8.0,0.0,0.0,17391.0,0.46000805014087753,69.7,12.8,20.6,13.4
190,02738,Staten Island,1.0,0.0,0.0,5065.0,0.19743336623889435,94.8,51.8,5.6,6.0
191,02740,Staten Island,44.0,2.0,2.0,43686.0,1.0071876573730714,75.7,19.1,22.5,9.1
192,02744,Staten Island,7.0,1.0,1.0,11184.0,0.6258941344778255,62.0,14.7,28.4,10.5
193,02745,Staten Island,2.0,2.0,2.0,24294.0,0.08232485387338437,80.3,19.4,13.9,7.9
194,02746,Staten Island,32.0,1.0,1.0,15637.0,2.046428343032551,66.7,8.9,35.4,10.5
195,02747,Staten Island,1.0,0.0,0.0,23568.0,0.042430414120841815,84.0,26.5,8.6,7.1
196,02748,Staten Island,3.0,0.0,0.0,11316.0,0.2651113467656416,84.8,37.6,7.4,7.3
197,02760,Bronx,2.0,0.0,0.0,27100.0,0.07380073800738007,93.5,39.0,7.7,5.7
198,02764,Bronx,1.0,0.0,0.0,3872.0,0.2582644628099174,92.3,26.4,1.6,4.4
199,02766,Bronx,1.0,0.0,0.0,19515.0,0.05124263387138099,95.3,40.2,5.6,4.7
200,02767,Bronx,3.0,0.0,0.0,14018.0,0.21401055785418746,94.0,37.8,6.3,6.0
201,02769,Bronx,2.0,0.0,0.0,11990.0,0.16680567139282734,93.9,39.9,2.3,2.6
202,02770,Bronx,1.0,1.0,1.0,5199.0,0.19234468166955185,92.9,44.4,4.4,4.4
203,02771,Bronx,3.0,0.0,0.0,14957.0,0.20057498161396,92.6,34.1,5.5,5.0
204,02780,Bronx,6.0,0.0,0.0,50358.0,0.11914690813773383,83.5,19.6,14.7,6.2
205,02790,Bronx,1.0,1.0,1.0,15832.0,0.06316321374431531,86.8,34.6,4.1,5.9
206,02806,Bronx,1.0,0.0,0.0,16218.0,0.06165988407941793,96.7,67.7,2.8,3.1
207,02816,Bronx,2.0,0.0,0.0,32664.0,0.061229488121479304,91.6,25.9,6.6,7.0
208,02818,Bronx,1.0,0.0,0.0,18348.0,0.054501853063004146,96.6,57.1,4.2,4.8
209,02827,Bronx,1.0,0.0,0.0,2047.0,0.48851978505129456,94.0,29.5,7.1,1.1
210,02852,Bronx,1.0,0.0,0.0,22129.0,0.04518957024718695,95.4,48.8,9.4,6.3
211,02860,Bronx,11.0,1.0,1.0,46958.0,0.23425188466289026,77.4,19.1,23.8,11.5
212,02861,Bronx,4.0,0.0,0.0,25163.0,0.1589635576044192,85.0,20.0,12.6,8.6
213,02863,Bronx,7.0,1.0,1.0,19395.0,0.3609177623098737,59.2,8.0,30.7,10.5
214,02885,Bronx,2.0,1.0,1.0,10492.0,0.19062142584826533,88.2,33.5,10.8,4.5
215,02886,Bronx,1.0,0.0,0.0,28695.0,0.03484927687750479,91.9,34.8,8.3,5.4
216,02888,Bronx,1.0,0.0,0.0,19328.0,0.05173841059602649,90.7,29.6,5.7,4.7
217,02889,Bronx,3.0,0.0,0.0,27461.0,0.10924583955427698,91.3,29.6,6.5,7.6
218,02895,Bronx,6.0,0.0,0.0,41508.0,0.14455044810638912,79.0,15.3,24.4,8.6
219,02896,Bronx,1.0,0.0,0.0,12121.0,0.08250144377526607,91.2,32.5,4.4,6.0
220,02898,Bronx,1.0,0.0,0.0,1441.0,0.6939625260235947,86.9,31.7,0.7,2.2
221,02903,Bronx,8.0,0.0,0.0,10890.0,0.7346189164370982,79.2,45.7,36.9,10.7
222,02904,Bronx,10.0,1.0,1.0,30702.0,0.32571168002084555,86.2,26.9,17.8,5.6
223,02905,Bronx,18.0,3.0,3.0,25497.0,0.7059654076950229,81.5,26.9,25.9,13.1
224,02906,Bronx,2.0,0.0,0.0,28745.0,0.06957731779439902,95.2,75.1,16.7,3.8
225,02907,Bronx,15.0,1.0,1.0,29006.0,0.5171343859891057,69.3,14.1,27.6,14.8
226,02908,Bronx,17.0,1.0,1.0,37309.0,0.4556541317108473,82.6,28.0,22.5,7.5
227,02909,Bronx,29.0,1.0,1.0,41524.0,0.6983912917830652,66.9,12.9,30.8,11.4
228,02910,Bronx,5.0,0.0,0.0,21607.0,0.23140648863794142,89.6,26.3,10.9,6.4
229,02919,Bronx,1.0,0.0,0.0,29159.0,0.03429472890016805,88.5,22.4,8.0,6.1
230,02920,Bronx,6.0,0.0,0.0,37153.0,0.161494361155223,86.2,26.0,11.3,6.8
232,03038,Bronx,1.0,0.0,0.0,33617.0,0.02974685427016093,95.0,29.0,6.9,6.7
233,03042,Bronx,1.0,0.0,0.0,6835.0,0.14630577907827358,91.1,32.0,5.1,3.5
234,03045,Bronx,1.0,1.0,1.0,13955.0,0.07165890361877464,93.0,31.1,6.7,4.4
235,03051,Bronx,1.0,0.0,0.0,24856.0,0.040231734792404245,94.1,34.9,5.7,5.1
236,03053,Bronx,3.0,0.0,0.0,24854.0,0.12070491671360747,95.5,42.2,3.0,3.2
237,03054,Bronx,1.0,0.0,0.0,25566.0,0.03911444887741532,96.7,45.7,5.0,4.8
238,03062,Bronx,3.0,0.0,0.0,27343.0,0.10971729510295139,93.5,42.8,4.4,4.3
239,03063,Bronx,2.0,0.0,0.0,16326.0,0.12250398137939483,95.1,43.1,7.2,4.1
240,03064,Bronx,1.0,1.0,1.0,14112.0,0.07086167800453515,90.6,32.2,14.1,9.6
241,03076,Bronx,2.0,0.0,0.0,13323.0,0.1501163401636268,92.8,32.6,3.5,3.4
242,03077,Bronx,1.0,0.0,0.0,10415.0,0.09601536245799329,92.3,23.7,9.7,3.9
243,03079,Bronx,6.0,1.0,1.0,29039.0,0.20661868521643306,92.6,33.6,4.5,4.6
244,03087,Bronx,2.0,0.0,0.0,14344.0,0.13943112102621305,96.3,51.5,2.9,5.0
245,03101,Bronx,5.0,0.0,0.0,2542.0,1.966955153422502,84.8,33.3,24.3,5.3
246,03102,Bronx,15.0,1.0,1.0,31841.0,0.47109073207499763,86.9,25.6,16.4,5.9
247,03103,Bronx,19.0,0.0,0.0,37087.0,0.5123088953002399,82.9,20.3,17.5,7.3
248,03104,Bronx,9.0,0.0,0.0,32223.0,0.27930360301647894,90.6,37.6,12.0,3.6
249,03106,Bronx,4.0,0.0,0.0,13987.0,0.2859798384213913,95.3,39.0,4.3,4.5
250,03109,Bronx,2.0,0.0,0.0,10852.0,0.18429782528566163,94.9,30.8,5.7,3.5
251,03220,Bronx,3.0,2.0,2.0,7354.0,0.40794125645906987,85.4,19.2,7.4,5.5
252,03229,Bronx,1.0,0.0,0.0,5614.0,0.17812611328820804,99.0,57.2,3.8,3.8
253,03234,Bronx,1.0,0.0,0.0,4652.0,0.21496130696474633,93.4,24.7,3.8,1.6
254,03235,Bronx,3.0,1.0,1.0,8607.0,0.3485535029627048,89.9,17.4,14.5,4.7
255,03237,Bronx,1.0,0.0,0.0,2082.0,0.48030739673390976,94.8,38.5,6.1,5.9
256,03240,Bronx,1.0,0.0,0.0,1177.0,0.8496176720475785,90.4,24.5,9.2,7.4
257,03246,Bronx,2.0,0.0,0.0,16237.0,0.12317546344768124,89.7,26.2,14.3,5.8
258,03264,Bronx,1.0,0.0,0.0,7152.0,0.13982102908277405,90.9,33.8,18.7,6.4
259,03281,Bronx,2.0,0.0,0.0,8921.0,0.22419011321600718,95.9,32.2,5.4,1.2
260,03301,Bronx,4.0,1.0,1.0,32402.0,0.12344916980433306,91.8,39.3,11.2,4.6
261,03303,Bronx,2.0,0.0,0.0,16144.0,0.12388503468780973,91.2,26.3,7.3,3.9
262,03304,Bronx,1.0,0.0,0.0,7718.0,0.1295672454003628,96.7,51.5,3.5,1.7
